"Gene"	"Rank_kWithin"	"kWithin"	"kWithin_per_possible_edge"	"kWithin_to_v3_stilbenoid_group"	"kWithin_to_other_M5"	"Fraction_kWithin_to_v3_stilbenoid_group"	"Fraction_kWithin_from_negative_correlations"	"kME_signed"	"abs_kME"	"Rank_abs_kME"	"Top_decile_kWithin"	"V3_mapped"	"V5_mapped"	"V3_MapMan_annotated"	"V5_MapMan_annotated"	"V3_PAL_label"	"V5_PAL_label"	"V3_stilbenoid_label"	"V5_flavonoid_label"	"V5_CHS_label"	"V3_TF_label"	"V5_TF_label"	"V3_NAC_label"	"V5_NAC_label"	"V5_Pfam_CHS_STS_shared_domain"	"V5_Pfam_NAC_domain"	"V3_V5_STS_CHS_label_conflict"	"V3_gene"	"V5_gene"	"V5_Chr"	"V5_GeneStart"	"V5_GeneEnd"	"Harvest_CS_minus_PN_2012"	"Harvest_CS_minus_PN_2013"	"Harvest_CS_minus_PN_2014"	"Harvest_same_direction_all_years"
"VIT_16s0100g01070"	11	38.8257600780864	0.362857570823238	11.6644497573707	27.1613103207158	0.300430686583112	0.0426723082868768	0.973431665789172	0.973431665789172	11	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	"Vitvi16g01474"	"Vitvi05_01chr16g14370"	"chr16"	21354027	21357368	-4.59269953219097	-4.21215462583635	-3.31738044452863	TRUE
"VIT_03s0088g00690"	12	38.2141752103469	0.357141824395765	7.88603952832484	30.328135682022	0.206364247950316	0.0577370896383675	0.970154819124515	0.970154819124515	15	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	-5.57641699093037	-6.11525681654818	-5.68905640459869	TRUE
"VIT_16s0100g01200"	13	38.1939692458039	0.356952983605644	11.7892229891113	26.4047462566926	0.308667133107839	0.0415413386893111	0.975508736967164	0.975508736967164	10	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	"Vitvi16g01484"	"Vitvi05_01chr16g14590"	"chr16"	21527125	21528069	-5.0894475332842	-4.77688515638302	-4.14371194754268	TRUE
"VIT_05s0077g01530"	14	37.9466849482327	0.354641915404044	8.32582273700937	29.6208622112233	0.219408434448689	0.0523723557968055	0.972247707925688	0.972247707925688	13	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi05g01760"	NA	NA	NA	NA	-5.4244383465064	-4.26324008844468	-6.19818458584896	TRUE
"VIT_06s0004g01990"	15	37.6555326842422	0.351920866207871	8.25257811460977	29.4029545696324	0.21915977616918	0.052619470837291	0.966718740625701	0.966718740625701	18	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi06g01629"	"Vitvi05_01chr06g03110"	"chr06"	2472437	2473483	-5.7460140424831	-6.21122194910744	-7.25547333025018	TRUE
"VIT_03s0088g00700"	16	36.7539998963597	0.343495326134203	7.51675646202631	29.2372434343334	0.204515331208095	0.0526467062551889	0.968859126131651	0.968859126131651	16	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi03g01650"	"Vitvi05_01chr03g11570"	"chr03"	8936778	8937921	-6.45137360470009	-5.30258194138697	-6.22650458577884	TRUE
"VIT_01s0146g00320"	17	35.979860777847	0.336260381101374	8.03760879652997	27.9422519813171	0.223391881534982	0.0476436788733537	0.968762290027031	0.968762290027031	17	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi01g02290"	NA	NA	NA	NA	-5.55857839569379	-3.55085419660037	-5.04302111464544	TRUE
"VIT_13s0019g05070"	18	35.5622716229042	0.332357678718731	7.30226127932126	28.2600103435829	0.205337312440361	0.0616856804523811	0.959847253512928	0.959847253512928	21	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi13g00683"	"Vitvi05_01chr13g09270"	"chr13"	6897087	6899732	-3.10512820215522	-3.1630071532865	-2.67047567215754	TRUE
"VIT_16s0100g00830"	19	35.4600438997751	0.331402279437151	11.5614072126482	23.8986366871269	0.326040408898692	0.0377539587779386	0.965408856417301	0.965408856417301	19	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi16g00991"	NA	NA	NA	NA	-4.43096577485967	-3.48441626133134	-2.98929882766138	TRUE
"VIT_06s0004g01030"	20	35.2699140872458	0.329625365301363	8.18254352865942	27.0873705585864	0.23199782989033	0.0556434428117428	0.958654489003058	0.958654489003058	22	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi06g01604"	NA	NA	NA	NA	-4.36097590250689	-2.91229388315774	-5.11746465336344	TRUE
"VIT_11s0016g05540"	21	35.1036077024562	0.328071100022955	7.31734912428009	27.7862585781761	0.208450059785966	0.0474627594172387	0.971074677012414	0.971074677012414	14	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi11g00486"	NA	NA	NA	NA	-4.25178402910125	-4.46656408587265	-4.22842829482052	TRUE
"VIT_00s0324g00050"	22	35.0765138388682	0.327817886344563	7.29098595908893	27.7855278797793	0.20785948092167	0.0654703519468703	0.952696375318498	0.952696375318498	29	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	-4.00519043928726	-4.48219488798378	-3.6975765570052	TRUE
"VIT_18s0117g00550"	23	34.2738374196437	0.320316237566764	6.71675516450482	27.5570822551389	0.195973245781202	0.057726871020495	0.956649483673066	0.956649483673066	24	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi18g03065"	"Vitvi05_01chr18g27580"	"chr18"	27812212	27815717	-3.65071850754631	-4.63958727153003	-4.43338536632498	TRUE
"VIT_12s0028g02530"	24	33.1043956440208	0.309386875177765	7.39352539528161	25.7108702487392	0.223339688021672	0.0460656812035341	0.958283363733426	0.958283363733426	23	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi12g00220"	"Vitvi05_01chr12g03600"	"chr12"	3308817	3310295	-3.0096265679246	-2.31629453665008	-2.51011255142739	TRUE
"VIT_12s0028g02970"	25	32.9697542193106	0.308128544105706	6.26826020708478	26.7014940122258	0.190121532765732	0.063117510077252	0.947000418597241	0.947000418597241	38	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	"Vitvi05_01chr12g04130"	"chr12"	3720592	3726494	-2.49247971059961	-3.7289602292719	-3.37295406918523	TRUE
"VIT_06s0004g01020"	26	32.8701517390243	0.307197679803965	7.2580693780023	25.612082361022	0.22081033989829	0.0615737823004656	0.946394127572394	0.946394127572394	41	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	-4.2331542566316	-3.42528991286526	-4.94254499127375	TRUE
"VIT_16s0100g01160"	27	32.2229700415517	0.301149252724783	10.6182268926603	21.6047431488914	0.329523531783943	0.0322135920326451	0.953008382192329	0.953008382192329	27	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	"Vitvi16g01481"	"Vitvi05_01chr16g14540"	"chr16"	21489995	21491840	-4.36642095338605	-4.01060291706423	-2.08360570467734	TRUE
"VIT_16s0039g01240"	28	31.918526410296	0.298303985142953	10.0904004176441	21.8281259926519	0.316129895470025	0.0327533484929706	0.951050316464359	0.951050316464359	30	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi16g00060"	"Vitvi05_01chr16g00890"	"chr16"	691022	693496	-4.38306029860134	-3.5796633619595	-2.0069574062201	TRUE
"VIT_12s0035g01000"	29	31.6982599819062	0.296245420391646	6.18417166852945	25.5140883133767	0.195094988559608	0.0587155109195747	0.947557688005118	0.947557688005118	37	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi12g02039"	"Vitvi05_01chr12g21410"	"chr12"	22686479	22688157	-3.7009874806075	-4.50167878085245	-3.63052729301766	TRUE
"VIT_16s0039g01170"	30	31.4845921934778	0.294248525172689	10.7939391039875	20.6906530894902	0.342832425386267	0.0291400729764416	0.949725993309318	0.949725993309318	31	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi16g00057"	"Vitvi05_01chr16g00830"	"chr16"	652281	655137	-4.48339713822813	-3.68572153939961	-2.12010351036026	TRUE
"VIT_02s0025g04250"	31	31.1006548795589	0.290660325977186	6.50709123687106	24.5935636426879	0.209226823746013	0.0546189561688469	0.954137656105554	0.954137656105554	26	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi02g00393"	NA	NA	NA	NA	-5.72644266811815	-4.72123100052827	-5.13811798669512	TRUE
"VIT_16s0100g01130"	32	31.0065819740147	0.289781139944063	11.1236659138053	19.8829160602095	0.358751761904215	0.0307767687894392	0.947844834517071	0.947844834517071	34	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	-4.33486559238912	-4.10249284955033	-1.93667807535205	TRUE
"VIT_16s0039g01320"	33	30.8671341216563	0.288477888987442	9.54989612046525	21.317238001191	0.309387197490585	0.0319475621357186	0.947891403248952	0.947891403248952	33	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	-5.14689185139281	-4.20622555428406	-2.44237612293294	TRUE
"VIT_15s0046g01570"	34	30.7450227060518	0.287336660804222	7.0582174941319	23.6868052119199	0.229572687638399	0.0586158003241645	0.961653420273809	0.961653420273809	20	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi15g01035"	"Vitvi05_01chr15g18250"	"chr15"	21750631	21752244	-4.2962578102323	-3.5354060517748	-4.68085703646889	TRUE
"VIT_17s0000g00680"	35	30.7167307845663	0.287072250323049	6.49244969192875	24.2242810926375	0.211365256851843	0.0489566705941176	0.954398287997272	0.954398287997272	25	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi17g01328"	NA	NA	NA	NA	-3.81411305428081	-3.78862588105685	-4.24514564136472	TRUE
"VIT_16s0039g01120"	36	30.4116830033553	0.284221336479956	9.92932290153958	20.4823601018157	0.326496988030688	0.0294605886546724	0.946716966916019	0.946716966916019	40	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi16g01503"	"Vitvi05_01chr16g00810"	"chr16"	615797	618548	-4.08197045710242	-3.58436437668177	-2.08313265128018	TRUE
"VIT_03s0088g00710"	37	30.0025592934806	0.280397750406361	5.87006964389121	24.1324896495894	0.195652297074761	0.0371156074035476	0.952909605901534	0.952909605901534	28	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi03g01651"	"Vitvi05_01chr03g11580"	"chr03"	8941581	8942732	-6.70337328061558	-5.50109555060891	-6.4818180096757	TRUE
"VIT_16s0100g01010"	38	29.8783456264776	0.279236875013809	10.7491618740201	19.1291837524575	0.359764292454478	0.0342970248487034	0.948357229113249	0.948357229113249	32	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	"Vitvi16g01470"	"Vitvi05_01chr16g14240"	"chr16"	21258153	21259965	-4.75711748513607	-3.72640825848216	-3.18644885462979	TRUE
"VIT_16s0100g00990"	39	29.7295435981493	0.277846201851863	10.8557002302615	18.8738433678879	0.365148566590751	0.0323673991227096	0.947619407906219	0.947619407906219	36	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	"Vitvi16g01468"	"Vitvi05_01chr16g14300"	"chr16"	21319757	21322450	-4.50974760297588	-3.7321132141977	-3.05531773161385	TRUE
"VIT_14s0006g03050"	40	29.477849954711	0.275493924810383	5.64766869308524	23.8301812616257	0.191590251723317	0.0787291994332247	0.93699624847616	0.93699624847616	46	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	-3.40411334839785	-3.36933729558328	-3.31485959789279	TRUE
"VIT_05s0077g01540"	41	29.3776770792645	0.274557729712752	6.62784107605362	22.7498360032109	0.225608071671933	0.0470044401211551	0.94311047815689	0.94311047815689	42	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi05g00072"	"Vitvi05_01chr05g01030"	"chr05"	683527	684718	-4.34949536744056	-3.28078315484703	-6.04865995838901	TRUE
"VIT_00s0270g00120"	42	29.1653628258359	0.272573484353606	5.67044015354811	23.4949226722877	0.194423782327337	0.075092726690853	0.930176594137679	0.930176594137679	50	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi04g00798"	"Vitvi05_01chr04g11600"	"chr04"	10178889	10179787	-4.32435069015292	-4.85608026816204	-5.95500376192425	TRUE
"VIT_02s0025g03260"	43	28.6621352376778	0.267870422782035	6.00802922176767	22.6541060159101	0.209615549293404	0.956907784381399	-0.938867217056919	0.938867217056919	44	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi02g00295"	"Vitvi05_01chr02g03820"	"chr02"	2597375	2602904	4.19536794916637	3.83829604947207	4.21087684951745	TRUE
"VIT_16s0100g01000"	44	28.525145385404	0.266590143788823	9.50984488658181	19.0153004988222	0.333384624621331	0.0346409819711308	0.947760565899259	0.947760565899259	35	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	"Vitvi16g01469"	"Vitvi05_01chr16g14280"	"chr16"	21293062	21294578	-4.74774215635272	-3.07014583914872	-3.27554522974993	TRUE
"VIT_02s0033g00700"	45	28.4152641403601	0.265563216265048	5.3555748082666	23.0596893320935	0.188475277998902	0.0677068123816956	0.938677433213072	0.938677433213072	45	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi02g01067"	"Vitvi05_01chr02g16820"	"chr02"	17331652	17334049	-3.80299702171891	-2.72742822292293	-2.61890224998385	TRUE
"VIT_03s0038g03400"	46	27.8459441779615	0.260242468952912	7.11244148467229	20.7335026932892	0.255421092537468	0.0635371436283429	0.946772488373529	0.946772488373529	39	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi03g00206"	NA	NA	NA	NA	-2.61003736905932	-2.25968160764365	-2.7299480136765	TRUE
"VIT_16s0039g01280"	47	27.7184292001209	0.259050740188046	9.30955489723162	18.4088743028893	0.335861560913813	0.027623502387819	0.931691861877053	0.931691861877053	49	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi16g00061"	"Vitvi05_01chr16g00900"	"chr16"	702369	705036	-4.277804930861	-3.3494408675422	-1.538598050246	TRUE
"VIT_16s0100g01020"	48	27.1855507533748	0.25407056778855	9.20620534553058	17.9793454078443	0.338643326708682	0.0335826728688612	0.940760216747878	0.940760216747878	43	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	"Vitvi16g01471"	"Vitvi05_01chr16g14310"	"chr16"	21332728	21334502	-4.1001154220835	-2.32432213298082	-2.51742525520251	TRUE
"VIT_16s0100g01030"	49	26.9894791305583	0.252238122715498	7.83974098731445	19.1497381432438	0.290473963924634	0.0577700208161258	0.934837027784655	0.934837027784655	47	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	"Vitvi16g01472"	"Vitvi05_01chr16g14320"	"chr16"	21336336	21338946	-3.56110322435322	-1.62635378752024	-3.19881054672251	TRUE
"VIT_01s0026g02400"	50	26.5827289963671	0.248436719592216	4.50778930243595	22.0749396939311	0.169575866460212	0.0631065486462863	0.922496443817542	0.922496443817542	54	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi01g02132"	"Vitvi05_01chr01g15090"	"chr01"	12299134	12300595	-2.43545467515785	-2.66669813645451	-3.34985297130296	TRUE
"VIT_16s0039g01300"	51	26.2461770739275	0.245291374522687	9.2104116816703	17.0357653922572	0.350923932873247	0.0251028945729488	0.922996620000056	0.922996620000056	53	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi16g01507"	"Vitvi05_01chr16g00910"	"chr16"	711808	714839	-4.49226172692327	-3.80708659392998	-1.46723024866091	TRUE
"VIT_05s0020g05000"	52	26.1796893991041	0.244669994384151	5.01714976571159	21.1625396333925	0.191642830028506	0.0577193406827419	0.924199408547407	0.924199408547407	51	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi05g01910"	NA	NA	NA	NA	-4.52308049035689	-5.90813360636814	-3.8355421275515	TRUE
"VIT_02s0025g04260"	53	24.5352092320962	0.229301020860712	5.71382693158333	18.8213823005129	0.232882747301322	0.026889152568287	0.932578431771078	0.932578431771078	48	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi02g01403"	"Vitvi05_01chr02g05200"	"chr02"	3623696	3624583	-3.95566441391044	-2.68636998625681	-2.48228074045224	TRUE
"VIT_14s0030g01890"	54	24.2354458000809	0.2264994934587	4.38030450058797	19.8551412994929	0.180739588482146	0.0745792779631826	0.916765371694317	0.916765371694317	58	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"Vitvi14g00438"	"Vitvi05_01chr14g07720"	"chr14"	6790551	6793433	-4.49451204720492	-3.48945243785081	-2.77701722657903	TRUE
"VIT_16s0100g00950"	55	23.1232173821831	0.216104835347505	8.96678198400722	14.1564353981759	0.387782627123348	0.0377053818228777	0.922086349644637	0.922086349644637	55	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	-3.73280203484351	-2.18579704758731	-2.86359718484784	TRUE
